2025-12-16 10:58:07.636 [info] Starting Python Locator /root/.vscode/extensions/ms-python.python-2025.20.0-linux-x64/python-env-tools/bin/pet server
2025-12-16 10:58:09.780 [info] Discovered manager: (Pyenv) /usr/bin/pyenv
2025-12-16 13:30:02.961 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:31:01.399 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:31:38.946 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:32:11.980 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:32:54.536 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:33:41.085 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:34:32.926 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:35:03.076 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:37:11.483 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:37:49.734 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:38:22.003 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:39:19.032 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:39:52.739 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:40:46.625 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:43:02.240 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:51:24.174 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:52:04.066 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:55:11.916 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:56:11.629 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 13:58:38.810 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 14:04:23.085 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 14:06:52.044 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 14:07:43.752 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 14:08:15.552 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 14:09:21.928 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 14:09:57.486 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 14:11:21.528 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 14:14:13.501 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 14:14:44.986 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 14:15:18.573 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 14:15:56.569 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 14:18:42.647 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 14:19:52.438 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
2025-12-16 14:21:26.537 [info] Resolved Python Environment /home/pablo/code/vulndb-5g/.venv/bin/python
